|positive|,|he is destined to be the 21st century's new star and that he's going to make a splash even greater than the others|
|positive|,|the gorgeously elaborate continuation of the trilogy is so huge that a column of words cannot adequately describe co-writer/director expanded vision of the book|
|positive|,|if you sometimes like to go to the movies to have fun , this is a good place to start .|
|positive|,|this movie is so honest and keenly observed that it doesn't feel like one .|
|positive|,|the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .|
|positive|,|it turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .|
|positive|,|take care of my cat offers a refreshingly different slice of asian cinema .|
|positive|,|this is a film well worth seeing , talking and singing heads and all .|
|positive|,|what really surprises about the movie is its low-key quality and genuine tenderness .|
|positive|,|one of the greatest family-oriented , fantasy-adventure movies ever .|
|positive|,|an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .|
|positive|,|a masterpiece four years in the making .|
|positive|,|the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .|
|positive|,|offers a breath of the fresh air of true sophistication .|
|positive|,|a thoughtful , provocative , insistently humanizing film .|
|positive|,|with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .|
|positive|,|an evocative assembly of imagery and hypnotic music composed by philip glass .|
|positive|,|it's a nice departure from standard moviegoing fare .|
|positive|,|scores a few points for doing what it does with a dedicated and good-hearted professionalism .|
|positive|,|an idealistic love story that brings out the latent 15-year-old romantic in everyone .|
|positive|,|guaranteed to move anyone who ever shook , rattled , or rolled .|
|positive|,|a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .|
|positive|,|light , cute and unforgettable .|
|positive|,|i love AT_USER u guys r the best!!| 
|positive|,|im meeting up with one of my besties tonight! cant wait!! - girl talk!!|
|positive|,|cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days|
|positive|,|though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .|
|positive|,|like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .|
|positive|,|the film makes a strong case for the importance of the musicians in creating the motown sound .|
|positive|,|karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .|
|positive|,|gosling provides an amazing performance that dwarfs everything else in the film .|
|positive|,|a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know .|
|positive|,|tender yet lacerating and darkly funny fable .|
|positive|,|an engaging overview of his eccentric career .|
|positive|,|in its ragged , cheap and unassuming way , the movie works .|
|positive|,|some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .|
|positive|,|she beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .|
|positive|,|behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .|
|positive|,|everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .|
|positive|,|manages to be original , even though it rips off many of its ideas .|
|positive|,|singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .|
|positive|,|a pleasant enough movie , held together by skilled ensemble actors .|
|positive|,|this is the best american movie about troubled teens since 1998's whatever .|
|positive|,|just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .|
|positive|,|the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .|
|positive|,|the invincible werner herzog is alive and well and living in LA|
|positive|,|morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .|
|positive|,|part of the charm of satin rouge is that it avoids the obvious with humour and lightness .|
|positive|,|son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .|
|positive|,|a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .|
|positive|,|a taut , intelligent psychological drama .|
|positive|,|a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .|
|positive|,|a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .|
|positive|,|this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .|
|positive|,|at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .|
|positive|,|the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !|
|positive|,|if this movie were a book , it would be a page-turner , you can't wait to see what happens next .|
|positive|,|it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .|
|positive|,|painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .|
|positive|,|this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .|
|positive|,|an imaginative comedy/thriller .|
|positive|,|a few artsy flourishes aside , narc is as gritty as a movie gets these days .|
|positive|,|its vistas are incredibly beautiful to look at .|
|positive|,|director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .|
|positive|,|the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .|
|positive|,|a sports movie with action that's exciting on the field and a story you care about off it .|
|positive|,|the director of bourne directs the traffic well , gets a nice wintry look from his locations|
|positive|,|the tenderness of the piece is still intact .|
|positive|,|while his animation lifts the film firmly above the level of other coming-of-age films, it's also so jarring that it's hard to get back into the boys' story .|
|positive|,|if nothing else , this movie introduces a promising , unusual kind|
|positive|,|writer-director imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .|
|positive|,|a roller-coaster ride of a movie|
|positive|,|i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .|
|positive|,|chicago is sophisticated , brash , sardonic , completely joyful in its execution .|
|positive|,|on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .|
|positive|,|the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure|
|positive|,|if it's possible for a sequel to outshine the original , then sl2 does just that .|
|positive|,|a romantic comedy that operates by the rules of its own self-contained universe .|
|positive|,|the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema|
|positive|,|it might be tempting to regard him and his collaborators as oddballs , but his quizzical , charming movie allows us to see them , finally , as artists .|
|positive|,|a feel-good picture in the best sense of the term .|
|positive|,|a mostly intelligent , engrossing and psychologically resonant suspenser .|
|positive|,|it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .|
|positive|,|a gentle , compassionate drama about grief and healing .|
|positive|,|the movie exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .|
|positive|,|a classy item by a legend with the drive to show how its done .|
|positive|,|he is talented and terribly charismatic , qualities essential to both movie stars and social anarchists .|
|positive|,|it's a great deal of sizzle and very little steak . but what spectacular sizzle it is !|
|positive|,|an original gem about an obsession with time .|
|positive|,|it will delight newcomers to the story and those who know it from bygone days .|
|positive|,|gloriously great midnight movie stuff .|
|positive|,|the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .|
|positive|,|if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .|
